,answer_id,participant_id,question_id,news_agency,keywords,comment_selection_id,comment_text,recommendation_method,comment_id,good_recommendation
382,383,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"      It's not exactly sufficient simply to pin a racist tag on all of Trump supporters.  A lot of Trump supporters voted for him because they continue to be infuriated by what they perceive as the moral chaos of the Democratic left.   The problem is that some of his supporters do not perceive that the deep cynicism of his politics is based on his passion for self-glorification, the utter debasement of his pretentious manipulation of the religious right.  These people are victims of their own self-deception.  It is, however, true that a big portion of his supporters--who knows what fraction?--actually share the cynicism, including the racism.  This is what makes a serious analysis of his political support so maddeningly complex and insidious.      ",news-agency,60,True
383,384,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"Based on your stereotypes of Trump, you have obviously bought into the fake press Washington narrative about Trump saying there are fine white supremacists even though he said exactly the opposite. Just like he said to go to the Capitol peacefully and patriotically to have your voices heard. The Washington press has been inbreeding with the Washington insiders for a hundred years. They no longer act as an honest and objective press to keep the government honest, Instead, they now act as the propaganda arm meant to turn all of the power and money and control over to the powerful. That is why they also supported sweeping fraud claims and calls for audits of the contested states under the rug without ever shining a light on them. You should be ashamed of pushing the the fake race bs that does nothing but divide America into racial groups. If you guys would stop playing sick race games we could actually come together as one human race and one nation. Wake up.",news-agency,58,True
384,385,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Shes toast.,random,47,False
385,386,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"One thing about Donald Trump is that ""he is what he is"". Love him or hate him. He doesnt change personalities according to whichever group of people he is talking to.",news-agency,59,False
386,387,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Like Obama or Hillarys book sales.,random,46,False
387,388,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,"Nikki just told us on the FOX town hall tonight that while Trump broke things, she will fix them.",random,48,False
388,389,8,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"So, its become a numbers game. All those in favor of abortion raise your medical hands. Recall there was a ""medical consensus"" during COVID that was WRONG. Strange how some of us non-medical types knew that (see the real pandemic of 1918). The reality is the baby is a PERSON as DNA indicates separate from the parents as was known for thoouands of years. Then came the ""quickening"" argument at 3 months but the reality would not go away. Now, abortion up to birth. Slippery slope? Of course. Remember the adage ""Give then an inch and theyll take a mile"". Well, here it is. This is a child in the ealiest stages of development - period. ""We hold these truths to be self-evident that all men are created equal and endowed by their creator with certain inalienable rights among them LIFE . . ."" From Document One in the US Organic Laws.",news-agency,28,False
389,390,8,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"Most of the US has no idea what actually happens (by calculated design and deception) with an abortion, and if they did, all but the psycho/sociopaths would be totally against it. This is why Planned Parenthood and the progressives (both, on the commie-red left, and the labeled-red right) had to destroy Daleiden and bury all of the videos of the disgusting business and ""business dealings"". Abortion is only legal because of the deception perpetrated against the entire population, and especially directed at women ... at the most vulnerable moment in their life. Once the deception is uncovered, then the emotional and psychological healing of the trauma of abortion (which was intentionally directed at would-be mothers by the progressive left) can begin. Babies are good. Killing babies is bad. All is forgiven and every tear will be wiped away ... *if* we repent ,,, and *if* we turn away from the sin ,,, and go and sin no more.",news-agency,29,True
390,391,8,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"If Medicare and Title X reimbursement were not available to patients of PP, PP would either be unable to do the procedure or would, in some cases, charge less money (and take the hit themselves).  Money would not be diverted from the provision of abortions and thus the provision of Medicare and Title X funds doesn't free money for abortions.  Where funds can't be transferred, they aren't fungible.  Your fungibility argument is simplistic and ill-considered.""Finally, your argument presupposes that abortions are available only via PP and nowhere else, a false assumption on its face. ""Your position is ill-informed.  Although PP only does a third of abortions, they are often the only local non-profit provider and can service poorer people that for-profit small clinics can't.  Further, it has been shown that when PP clinics close, other places don't pick up the slack, further substantiating that women who go to it for its services, including abortion, may not have a plethora of alternatives.  Thus, many women would be forced to carry a fetus to term.http://www.vox.com/2015/9/24/9373721/planned-parenthood-go-somewhere-else",news-agency,30,False
391,392,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",19,"This guy is 100% sour grapes. Trump fired his behind after only 11 days, and he cannot get past that. He was utterly and completely, publicly humiliated and hes a turncoat because of that. He wanted Sarah Sanders job and didnt get it. He embarrassed her numerous times on twitter, about her appearance..WHILE working with her. It was uncalled for. Hes a rude little pygmy. Nobody liked him. We ALL hated him. He has likely ALWAYS voted democrat, just like his heroes, Bush and Romney.",emotion,55,False
392,393,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",19,"Odd statement. One of Donald Trumps great appeals was ""what you see is what you got."" He was who he was, and wasnt putting on a persona to try to win votes.",emotion,56,False
393,394,8,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",19,"One thing about Donald Trump is that ""he is what he is"". Love him or hate him. He doesnt change personalities according to whichever group of people he is talking to.",emotion,57,False
394,395,8,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",3,"Anna North has it just right on the infinite lowliness of Trump. (Taking Note: Donald Trump’s Obsession With Applause)When the audience gave Navy SEAL Ryan Owens’s widow a standing ovation, Mr. Trump had to interlope, taking a scoundrel's refuge in the patriotic tragedy that he personally ordered with the botched Yemeni attack that made Mrs. Owens a widow.""Americans would do well to take Tuesday’s address not as a change of course for the president but as yet another example of one of his most entrenched traits: his willingness to say whatever he needs to say to get an audience to like him.""""He cares so much about what people think of him that he may not be able to imagine caring about anything else.“Ryan is looking down right now, you know that, and he’s very happy, because I think he just broke a record”...said Trump shamelessly as he wrapped himself in the flag while the soldier's family paid an unimaginable price.Ryan Owen is not 'very happy' now.He's dead.When not taking applause and credit for Ryan Owens, the so-called Commander-In-Chief Trump blamed the generals on Tuesday on Fox &amp; Friends:“This was a mission that was started before I got here. This was something they wanted to do, They came to me, they explained what they wanted to do ― the generals ― who are very respected, my generals are the most respected that we’ve had in many decades, I believe. And they lost Ryan.”https://tinyurl.com/jmftyxyYou can't go any lower than Donald Trump.",sentiment,7,False
395,396,8,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",3,"Don't you lunatics ever stop. Your so called 'newspaper' has morphed into a 24/7 hate rag, spewing non stop bile toward Trump. Just like your campaign to deify Hillary as the most qualified candidate ever, your assault on Trump will boomerang. Frankly, I no longer read the NYT for serious news and commentary, but only for the entertainment value associated with seeing how stupid, paranoid and incoherent are the Times opinionators and 99% of published comments. I wrote a comment here in the summer of 2015, that Trump was likely to win the Presidency, prefaced by my declaration that 'you people don't get it'. You didn't get it then, you don't get it now, and you'll never get it going forward, because your understanding of human nature is stunted.",sentiment,8,False
396,397,8,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",3,"Excellent article, well written and perceptive.Always considered Steve Bannon as one of the few people of quality serving the President. He struck me as a true RENAISSANCE man:naval officer,intellectual and author of 25 books, stock broker on the Street and a superb journalist. Also a workaholic, putting in long days at the WH, He also has a rough hewn, rugged charm, and his ""cheveux en bataille,""perpetually unshaven, only add to his magnetism.Trump seems intent on fulfilling the worst expectations of his critics, trashing the Office of the President by appointing as closest advisers his son in law and daughter.When Juliana and I lived in that decadent villa overlooking the Rio Nunes,in Boke, Guinea,we knew 20 something Peace Corps volunteers with more foreign policy experience than both Jared and Ivanka put together.This will not go down well with his dirt poor supporters who will view Trump as truly a false populist. Resentment is building. As Lady Packenham,paraphrasing Churchill, was wont to say, ""Nothing ever happens. Nothing ever stops happening.""Who could have foreseen that Jameson's Raid into the Transvaal in 1896 would result in the Boer War three years later. GOP may be in for a dreadful surprise come 2018.",sentiment,9,False
397,398,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",21,"In your case yes, post partum. Like soon.",random,62,True
398,399,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",23,"There is no restriction for abortions in the case of rape, incest or if the pregnancy risks the life of the mother. I think that's generous enough. Women have and always had full control over their bodies. You can choose who to sleep with, insist someone dons protection. Put yourself on the pill, take a plan B in the morning. Stay celibate.  So many choices. What republicans are against is the premeditated murder of an unborn child. Yes. Premeditated murder. Any woman who's had an abortion not due to one of the three reasons above is a murderer in the first degree. Stop trying to pass of your right to murder a true innocent as a step forward. If anything, it's more reminiscent of genital mutilation. A step several eras backward.",sentiment,67,True
399,400,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",23,"Good that there are people that make a very sensible nuance: in the Netherlands f.i. (to many Americans such a liberal country) one doesn't speak of birth CONTROL, one speaks of anti-conception, because it there, right before the ""act"" were responsabilities start. (Young) People are very much aware how to prevent pregnancy, anti-conception is accessible to everyone, and we have among the lowest abortion rates in the world! Abortion is always possible within the first 3 months of pregnancy, at a later period of time, there have to be medical, psychological or other severe reasons (as in the case of rape). And we did't have discussions like in the US. So we have the right of abortion, AND the rights of the unborn child well protected.  ",sentiment,69,True
400,401,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",21,"Yes, it appears to be ""losing"" as more and more women are sold the bill of goods called Feminism, of which abortion is wrapped up in. Legally, there should be consistency, which is if only the woman can ""decide"" about whether to have or not have the baby, then the man should also have the the same decision; he should also have the ""choice"" of whether or not he supports the baby. Currently, all the ""rights"" are bestowed on the woman. If she wants the baby, she gets to keep it and then sue the man for support. If she wants to kill the baby, then she has the right, even if the man doesnt want this for his child. In law, we have a concept called ""consent"" and that is a mutual condition. I further believe that if they couple is not married, the man has no right to claim fatherhood and participate in the childs life (unless he wants to) nor does he have the financial obligation (unless he also wants to). That would put a stop to some reckless behavior. But, unfortunately, BIG ABORT business has bought a lot of power, buying off politicians. They also never just stop at a private decision to abort. Abort immediately drifts from, if it is legal and a right, then someone else must pay, which means, my sons who had no pleasure of the womens company, are obligated to pay for killing of babies not theirs. Remember, legal doesnt mean moral and moral doesnt mean legal, although our laws are based on Judeo-Christian morals (for the time being, but the Sharia folks are hell-bent on changing all that, and just look at their cultures and countries!). Women want ""equity"" or ""equality"" then they should take the full responsibility for their ""reproductive choices.""",random,63,True
401,402,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",23,"Ah . . . so that case in Texas WASNT about the ""health of the mother"" at all. It was about the fact that the baby was handicapped. And tiny handicapped babies dont deserve protection from the abortionists curette.",sentiment,68,True
402,403,12,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,"Nikki just told us on the FOX town hall tonight that while Trump broke things, she will fix them.",random,48,True
403,404,12,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",19,"This guy is 100% sour grapes. Trump fired his behind after only 11 days, and he cannot get past that. He was utterly and completely, publicly humiliated and hes a turncoat because of that. He wanted Sarah Sanders job and didnt get it. He embarrassed her numerous times on twitter, about her appearance..WHILE working with her. It was uncalled for. Hes a rude little pygmy. Nobody liked him. We ALL hated him. He has likely ALWAYS voted democrat, just like his heroes, Bush and Romney.",emotion,55,True
404,405,12,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Like Obama or Hillarys book sales.,random,46,False
405,406,12,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Shes toast.,random,47,False
406,407,12,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",19,"Odd statement. One of Donald Trumps great appeals was ""what you see is what you got."" He was who he was, and wasnt putting on a persona to try to win votes.",emotion,56,True
407,408,12,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",19,"One thing about Donald Trump is that ""he is what he is"". Love him or hate him. He doesnt change personalities according to whichever group of people he is talking to.",emotion,57,True
408,409,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",1,Trump didn't push Ryan over the edge. He might have given Ryan the courage to let everyone know even more clearly who he is.,random,2,True
409,410,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",1,"How to characterized those people who are either Trump staff, or congressmen and senators that are busy enacting his programs, and theirs.The question is, what do they get out of it? No one does anything for no reason. It may seem that way at times, but all his enablers have a motive. Spicer gives me the creeps. The first time I saw him speak I immediately thought Goebbels, but then Conway came on and they both fit the same mold. Now we also have Nunez, who comes from a district where the majority of residents can not vote. He is supported by some very wealthy raisin growers, This is Grapes of Wrath country, he has not had much opposition, Trump is his passport to bigger things, maybe a post in Siberia. And Ryan, he has had a dislike for anyone who has to rely on public assistance, except himself of course. So we have a whole menagerie of misfits and ideological nihilists getting their chance to see just how miserable they can make everyone else. They all need each other to do this. So if you wonder how any of them can stomach even being around Trump, they compliment each other.But that does not answer the question. We see a whole horde of opinions, speculation, even some sane ideas, and the usual answer is ""Follow the money."" But that does not seem to be the motive here. The other common comment is Fascism, they exhibit the characteristics of Il Duce, and others. We know Trump runs his organizations like that. They all want to keep the rest of us in line.",random,3,True
410,411,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",1,"Oh Gail...how I wish your column was longer so that you could have done an evaluation of all of DJT's ""accomplishments"" and appointees and hangers-on as well! I went to a Trump Rally because I wanted to see fellow members of the human race and try to understand what his appeal was.  That event did two things...the people there reminded me of a Christian fundamentalist event I went to with a friend when I was young, or a Native American pow-wow where the drumbeats were hypnotic. The Trump rally was like a cult gathering...blind devotion. The second thing was that my name is now on a Trump mailing list, and I get the weekly updates...they are basically re-election campaign emails full of empty rhetoric. I recently visited the WhiteHouse.gov website and almost cried at the difference from when Obama was president. It is now a symbol of a parallel universe so far from the truth or any actual facts that it is mind-boggling. I am a 70 yr old who became an American citizen when I was 7. I shall not live long enough to see our nation recover from the damage that this man and his sycophants have wrought upon us. The only bright shaft of hope comes from the fact that at least half of our country have been spurred to act in defense of our tenets and values that have made us proud to be Americans. I hope they have boundless energy, because I fear it is going to be a long effort to return to some kind of normalcy.",random,1,True
411,412,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",4,"Millions of people voted for Trump because he ""wasn't a politician"". Today many of those same voters are falling all over themselves because he ""acted like a politician"". But neither really matters. Whether his persona du jour is reprehensible or rehearsed, he's still the same empty shell - spiritually, intellectually, and emotionally. ",emotion,10,True
412,413,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",4,"Don't you lunatics ever stop. Your so called 'newspaper' has morphed into a 24/7 hate rag, spewing non stop bile toward Trump. Just like your campaign to deify Hillary as the most qualified candidate ever, your assault on Trump will boomerang. Frankly, I no longer read the NYT for serious news and commentary, but only for the entertainment value associated with seeing how stupid, paranoid and incoherent are the Times opinionators and 99% of published comments. I wrote a comment here in the summer of 2015, that Trump was likely to win the Presidency, prefaced by my declaration that 'you people don't get it'. You didn't get it then, you don't get it now, and you'll never get it going forward, because your understanding of human nature is stunted.",emotion,12,True
413,414,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",4,"On ""I inherited a mess"" - I think this is just one more example of Trump's astonishment about the realities of his new job. He had no idea how government works, from the structural realities of three branches of government to the complexities of policy making at home and the huge global and geopolitical threats. I think too about his astonishing comment at his press conference about uranium and the devastation of nuclear holocaust - it was as if he had never before understood the seriousness of nuclear confrontation. Learning about these realities as if for the first time is stunning to him and it's easy and politically expedient to blame his predecessor. Running the executive branch of the US government and running a family business are two very different things. The big problem that he is someone who is simultaneously opinionated, uninformed and incurious, thin-skinned, overwhelmed, and easily manipulated by those who know how to play him. He failed to read the job description for the position he eventually got, and now he is stunned by where he finds himself. ",emotion,11,True
414,415,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",25,"Ah . . . so that case in Texas WASNT about the ""health of the mother"" at all. It was about the fact that the baby was handicapped. And tiny handicapped babies dont deserve protection from the abortionists curette.",news-agency,73,True
415,416,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",25,"This decision is absolutely staggering in it's INTENDED consequences. This is what happens when ""deeply held religious beliefs"" supersede common sense. You don't need multiple studies to predict the outcome of this deplorable ruling - HUMAN BEINGS will suffer and die in the name of a God who (if he even exists) is weeping at what we are doing to each other.Whatever happened to the FIRST amendment? Do we live in a theocracy, with ""Christian Sharia Law?""Women will NOT be dragged back to the Middle Ages!There is a massive movement to defund Planned Parenthood. On 2/11 there will be demonstrations outside PP clinics. http://protestpp.com/locations/ A friend of mine has pledged to donate $1 to PP for every PRO-ABORTION protester that shows up at our local clinic. I am far from wealthy but I will do the same. How about you? How much will you pledge? ",news-agency,75,True
416,417,12,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",25,"The very opposite is true. Abortion is a morally complex issue for a large number of reasons. The nature of personhood; individual moral choice; the influence of duress on pregnancy through rape, incest, sexual violence; the conflict of mother and pre born rights; the incursion of State upon personal choice; the availability of social support services, amongst other things.",news-agency,74,True
417,418,12,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"It amazes me that any segment of our society considers forced gestation-- essentially, giving up a woman's right to control her own body and allowing another ""person"" to control it-- is acceptable.  Forced gestation is slavery.  We don't even force dead people to allow others to use their bodies, even if it will save their lives.  Why do you think women should have fewer rights than dead people? Think about it. ",random,18,True
418,419,12,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"Roe was a compromise, and there are more compromises to be had. If the GOP were willing to ban all weapons that look like assault weapons, I'd be willing to say that abortion should unrestricted and on demand for the first 4.5 months of pregnancy, but seriously restricted after that. Everyone walks away unhappy, but lives would be saved and the country would be better for it. ",random,16,True
419,420,12,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"If Medicare and Title X reimbursement were not available to patients of PP, PP would either be unable to do the procedure or would, in some cases, charge less money (and take the hit themselves).  Money would not be diverted from the provision of abortions and thus the provision of Medicare and Title X funds doesn't free money for abortions.  Where funds can't be transferred, they aren't fungible.  Your fungibility argument is simplistic and ill-considered.""Finally, your argument presupposes that abortions are available only via PP and nowhere else, a false assumption on its face. ""Your position is ill-informed.  Although PP only does a third of abortions, they are often the only local non-profit provider and can service poorer people that for-profit small clinics can't.  Further, it has been shown that when PP clinics close, other places don't pick up the slack, further substantiating that women who go to it for its services, including abortion, may not have a plethora of alternatives.  Thus, many women would be forced to carry a fetus to term.http://www.vox.com/2015/9/24/9373721/planned-parenthood-go-somewhere-else",news-agency,30,True
420,421,12,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"Most of the US has no idea what actually happens (by calculated design and deception) with an abortion, and if they did, all but the psycho/sociopaths would be totally against it. This is why Planned Parenthood and the progressives (both, on the commie-red left, and the labeled-red right) had to destroy Daleiden and bury all of the videos of the disgusting business and ""business dealings"". Abortion is only legal because of the deception perpetrated against the entire population, and especially directed at women ... at the most vulnerable moment in their life. Once the deception is uncovered, then the emotional and psychological healing of the trauma of abortion (which was intentionally directed at would-be mothers by the progressive left) can begin. Babies are good. Killing babies is bad. All is forgiven and every tear will be wiped away ... *if* we repent ,,, and *if* we turn away from the sin ,,, and go and sin no more.",news-agency,29,True
421,422,12,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"So, its become a numbers game. All those in favor of abortion raise your medical hands. Recall there was a ""medical consensus"" during COVID that was WRONG. Strange how some of us non-medical types knew that (see the real pandemic of 1918). The reality is the baby is a PERSON as DNA indicates separate from the parents as was known for thoouands of years. Then came the ""quickening"" argument at 3 months but the reality would not go away. Now, abortion up to birth. Slippery slope? Of course. Remember the adage ""Give then an inch and theyll take a mile"". Well, here it is. This is a child in the ealiest stages of development - period. ""We hold these truths to be self-evident that all men are created equal and endowed by their creator with certain inalienable rights among them LIFE . . ."" From Document One in the US Organic Laws.",news-agency,28,True
422,423,12,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"C's, let's look at the numbers: In 2012, the CDC reported 1.3% of abortions at 21 weeks or later. That's about 13,000 pregnancy terminations.  For second trimester, Guttmacher reports that 10% of all abortions take place at 13 weeks or later. That's about 100,000 pregnancy terminations. Let's say 75% of those are are within 18 weeks of conception. That still leaves 25,000 terminations at 4.5 months or later (including, of course, the 13,000 late term, 3rd trimester terminations). Let's say 90% of these are to protect life of mother, rape, incest, or severe genetic disorder.  That still leaves 2,500 that are volitional. Total number of gun deaths in America due to assault weapons in average calendar year?  Huffpost figures about 180, with about double that many injuries.At least now we are talking about actual data. ",random,17,True
423,424,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",26,Adding more CO2 doesnt necessarily mean more or better plant growth.,random,76,True
424,425,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",28,"@Barry of Nambucca,You still believe in those ""adjusted"" numbers? So ask why those numbers always adjusted and always in order to get higher temperatures?The honesty of all these figures was perfectly presented in the Times' article about record Earth's temperatures for the third year in a row.https://www.nytimes.com/2017/01/18/science/earth-highest-temperature-rec...Do you see the record numbers?A record without a number of the record!And the numbers won't come from graphics either... It's 0.01 degree at 0.1 margin of errorIt's like saying a person leads in a poll by 3 points with the margin of error being 30 points.""Scientists at the Met Office and East Anglia University found 2016 was 1.1 degrees Celsius warmer than the average between 1850 and 1900.This puts 2016 only nominally ahead of 2015 by just 0.01C – within the 0.1C margin of error""http://www.independent.co.uk/environment/dangerous-climate-change-time-r...Yes, continue to believe. As you probably believe that the reason AGW was renamed Climate Change has nothing to do with difficulty to prove this Anthropogenic Global Warming.",sentiment,82,True
425,426,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",28,"Since carbon dioxide levels have risen in the atmosphere, we have seen greening in previously arid regions like the Sahel and South West India. This is because higher levels of CO2 make plants more drought resistant. So its not just greenhouses; the entire Earth benefits fro higher CO2.",sentiment,84,True
426,427,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",26,There fixed the headline for ya.,random,77,False
427,428,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",28,"MScott and other deniers:Obviously there are experts who can cast doubt on anything.  The same people worked for big tobacco for many years, denying that nicotine is addictive, questioning what addiction even is, denying that smoking is bad for your health.  Those people are not interested in science.  They are interested in making money (paid by big tobacco) from the people who sell cigarettes.  And for many years, and today, people doubt that smoking is bad for you.  Success!   But disinterested parties from all over the world, whose interest is in science and the its benefits for humanity, who are sounding the alarm that rising CO2 levels will result in catastrophe, and is even now resulting in catastrophe (severe injury, death, property destruction) from violent storms and rising seas.  Even a denier has to admit that perturbing a closed system will affect that system.  Here, the closed system is Earth, and the perturbation is jacking up atmospheric CO2 levels.  We know the properties of CO2 with respect to heat-trapping.  Scientists collect the data and model it.  The world agrees-human activity causes climate change.  Rex Tillerson (but not his secret email alias) might publicly deny it, because they stand to lose money otherwise.  Who are you going to believe?",sentiment,83,True
428,429,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",26,"Lancet at its best was always a kinda, sorta sciency magazine. Now, it offers nothing.",random,78,True
429,430,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",5,"Trump had the power to declassify.. said he did, so no classified documents.... Trump had the authority to take certain documents with him, so no document case.... Trump did not incite any violence... nor did he tell anyone to cheat... in Georgia he asked about the thousands of questionable and fraudulent ballots, those with fake addresses, those who had moved, those ballots that needed to be investigated and reviewed... which might have changed the results... and all of that was perfectly legal.",news-agency,13,True
430,431,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",5,"Lol...wow...the nerve of the guy. Trump constantly lies and attacks fellow Republicans and you people start whining the second anyone says something you dont like. Typical. This is the precise reason 60% of voters will never vote for the guy. Trump hasnt had electoral success since 2016. He lost to a cadaver, is losing to a cadaver, and 2022 showed how unpopular he is. Yea...Im the moron",news-agency,14,True
431,432,12,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",5,"Don't you lunatics ever stop. Your so called 'newspaper' has morphed into a 24/7 hate rag, spewing non stop bile toward Trump. Just like your campaign to deify Hillary as the most qualified candidate ever, your assault on Trump will boomerang. Frankly, I no longer read the NYT for serious news and commentary, but only for the entertainment value associated with seeing how stupid, paranoid and incoherent are the Times opinionators and 99% of published comments. I wrote a comment here in the summer of 2015, that Trump was likely to win the Presidency, prefaced by my declaration that 'you people don't get it'. You didn't get it then, you don't get it now, and you'll never get it going forward, because your understanding of human nature is stunted.",news-agency,15,True
432,433,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",30,"Climate change is real. Its been happening continuously for the 4.5 billion years the planet earth has existed. Anthropologic Climate change (caused by humans) is not real. Modern humans have only existed for a few tens of thousands of years, and the industrial revolution is only a couple hundred years old.",news-agency,89,True
433,434,12,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",30,That is extremely ignorant. Climate change and its cause has already been verified. It happened over 35 years ago.,news-agency,88,True
